@relation test-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.MathExpression-Esin((A*0.0174532925))

@attribute lat_attr numeric
@attribute lon_attr numeric

@data
-0.000294,0.983729
0.011037,-0.973557
-0.002117,0.952948
0.001684,0.995709
0.011839,0.39428
0.011192,-0.088217
0.012812,-0.91508
0.011392,-0.960082
-0.001938,0.957883
0.01465,-0.041194
0.014126,0.241273
0.009951,-0.999153
0.011204,-0.990236
0.011055,-0.972697
0.013798,0.110194
0.008526,-0.990794
0.011187,-0.96718
0.011012,-0.998232
0.013793,0.103757
0.01133,-0.98408
0.012227,-0.999473
-0.002944,-0.585181
0.000742,0.978785
-0.001567,0.87106
-0.002215,0.92214
-0.002101,0.953349
0.011391,-0.957723
-0.002643,0.90502
0.013649,0.075099
0.011526,-0.992894
0.010956,-0.974591
-0.001898,0.957234
-0.008797,-0.780497
0.013789,0.116705
0.013361,-0.100141
0.011928,-0.999404
-0.00195,0.957425
-0.006843,-0.692083
-0.002211,0.922336
0.013737,0.078616
0.01145,-0.964645
0.011355,-0.963987
0.013754,-0.004097
0.011196,-0.966359
0.007589,-0.985232
-0.001978,0.957627
0.011274,-0.974073
-0.001868,0.958088
-0.001907,0.957239
-0.001891,0.958278
0.013123,0.162252
0.006629,-0.989414
0.014382,0.603649
-0.002363,0.934733
0.014092,-0.029593
-0.001934,0.957082
-0.001879,0.957279
0.010956,-0.974591
0.013764,0.075589
0.01432,0.183819
0.012138,-0.837356
0.011671,-0.999287
0.011194,-0.966888
0.01183,-0.946599
-0.001653,0.96481
0.010259,-0.130919
0.011274,-0.974073
-0.001914,0.957471
-0.002419,0.923358
0.011618,-0.999223
0.013931,0.10339
0.013606,0.073059
-0.002371,0.937519
0.01314,0.041262
0.011012,-0.998232
-0.001899,0.957123
0.013719,0.085795
0.014206,-0.020967
-0.001888,0.957385
0.01153,-0.988987
0.014858,0.269221
0.014382,0.603649
-0.00091,0.96697
-0.002097,0.953138
-0.002419,0.923358
0.011963,-0.953735
0.011012,-0.998232
-0.002361,0.937859
-0.002323,0.930405
-0.002099,0.953048
0.014382,0.603649
0.011678,-0.970754
0.0118,-0.992256
-0.002092,0.953296
0.011287,-0.066593
0.013652,0.094849
-0.001882,0.957802
-0.009746,0.318251
-0.00193,0.958367
0.000448,0.820701
0.013679,0.08549
-0.001888,0.957385
0.010804,-0.997254
0.013547,-0.913389
0.000113,0.980628
0.000453,0.937647
-0.008001,-0.79696
0.008988,-0.999307
0.005764,-0.987303
-0.00193,0.957807
-0.001565,0.964525
0.013767,0.075996
-0.001921,0.955967
0.013502,0.078973
0.010497,-0.972176
-0.0019,0.957868
0.010963,-0.99671
0.00871,-0.999999
0.000879,0.979364
0.009634,-0.998443
0.011417,-0.958578
-0.001881,0.957461
-0.002117,0.952815
0.013717,0.102147
0.01365,-0.001154
0.013361,-0.100141
-0.001906,0.95736
0.013507,-0.034154
-0.007101,-0.729279
0.013952,-0.059317
-0.002234,0.922437
0.010435,-0.077068
0.01501,0.310124
-0.001874,0.95736
-0.00237,0.937464
-0.001899,0.956549
-0.002381,0.937434
0.011552,-0.943359
0.011316,-0.064405
-0.007101,-0.729279
-0.001271,0.93459
0.011293,-0.064965
-0.001914,0.957692
-0.001875,0.957077
0.011224,-0.965803
0.013889,0.080815
0.01382,0.08611
0.013994,-0.031436
-0.001912,0.957908
0.008287,-0.989312
0.013644,0.095227
0.013821,0.085113
-0.001914,0.957471
-0.001928,0.956737
0.013943,0.112862
-0.000731,0.914981
0.00871,-0.999999
0.013357,0.159557
0.014209,0.826869
-0.001887,0.957168
-0.001271,0.93459
0.012336,-0.998323
0.005797,-0.98718
0.014385,0.166046
-0.00193,0.958367
0.013694,-0.004847
-0.001938,0.956839
0.000939,0.979949
0.013606,0.073059
-0.001899,0.956549
0.011012,-0.998232
0.013764,0.088424
0.000436,0.821309
-0.000293,0.983678
0.013653,0.062361
0.000929,0.979959
-0.002265,0.922235
-0.007101,-0.729279
0.013747,-0.015486
0.010842,-0.995916
0.01166,-0.999158
0.000964,0.979265
0.013792,0.120115
0.000141,0.980206
0.013679,0.076067
0.014034,-0.045862
-0.00222,0.922653
0.011424,-0.961903
-0.007101,-0.729279
-0.00985,0.314291
-0.007101,-0.729279
0.011032,-0.995519
0.01377,0.089185
0.013021,0.186756
0.014289,-0.030986
0.012307,-0.008817
0.014289,-0.030986
0.000945,0.979336
0.014382,0.603649
0.01378,0.07662
-0.000731,0.914981
0.011656,-0.999154
0.012438,0.159251
-0.001893,0.957314
0.011012,-0.998232
0.013507,-0.034154
-0.001928,0.956737
0.011005,-0.995433
-0.001906,0.956524
0.011032,-0.99532
0.013751,0.096656
0.01095,-0.974575
-0.001924,0.956697
0.009807,-0.987
0.013824,0.112296
0.007577,-0.985428
0.014444,-0.075142
0.011008,-0.968523
0.010264,-0.906204
0.013533,0.10454
-0.002368,0.937477
-0.007101,-0.729279
0.001684,0.995709
0.011012,-0.998232
0.009449,-0.984515
-0.002097,0.953291
0.013657,-0.055376
0.011012,-0.998232
0.008145,-0.99178
0.013744,0.102597
0.013619,-0.001404
-0.001888,0.957385
-0.001891,0.958278
0.008423,-0.997511
0.009992,-0.999336
0.011215,-0.992394
0.011374,-0.96108
-0.00193,0.958367
-0.000731,0.914981
-0.001939,0.957491
-0.004826,-0.746476
-0.001882,0.957802
0.011738,-0.993665
-0.001961,0.957102
0.011315,-0.998578
0.013663,-0.001464
-0.001909,0.958576
0.010391,-0.983663
0.010168,-0.980057
0.013737,0.076948
-0.005986,-0.695446
0.01382,0.083763
0.009726,-0.880262
0.009769,-0.881031
0.013553,0.100329
-0.001893,0.957314
-0.001961,0.957102
0.014582,0.869366
-0.002102,0.953133
-0.001938,0.956945
0.009899,-0.999015
0.013643,-0.004527
-0.002092,0.953175
-0.001879,0.95688
-0.007628,0.468675
0.015012,0.309595
0.008797,-0.990867
-0.002097,0.953138
-0.00237,0.937464
-0.00189,0.956925
0.011322,-0.064599
0.009796,-0.879947
0.011012,-0.998232
0.011926,-0.993982
-0.001882,0.957042
0.013148,0.040723
-0.001644,0.964792
0.012463,0.198566
0.008661,-0.995381
-0.002654,0.90502
-0.001868,0.956829
-0.001927,0.957858
0.014382,0.603649
-0.002117,0.952948
-0.001595,0.870897
0.01377,0.106965
-0.001875,0.957077
0.011843,-0.94655
0.00107,0.988782
0.012438,0.159251
-0.001965,0.956966
0.013479,0.096253
0.0141,-0.034978
0.010207,-0.981271
0.012438,0.159251
-0.001971,0.956737
0.013833,-0.038247
0.008824,-0.990894
0.000939,0.979949
0.011012,-0.998232
0.009463,-0.993817
0.013559,0.062438
0.012874,0.130728
-0.00195,0.957425
0.011829,-0.995414
-0.007101,-0.729279
0.013673,0.083354
-0.001939,0.957491
-0.001917,0.954932
0.001083,0.988526
0.008795,-0.990851
0.013647,0.097064
-0.001891,0.958527
-0.001934,0.957082
-0.002211,0.95175
0.008927,-0.993261
-0.001793,-0.577732
0.00165,0.983994
-0.001938,0.957883
0.014221,-0.104183
-0.001271,0.93459
0.008516,-0.987776
0.013657,-0.002425
0.012708,-0.948592
-0.001898,0.957234
0.013361,-0.100141
0.010258,-0.994925
0.014037,0.17291
0.008652,-0.995317
-0.002643,0.90502
0.009444,-0.888969
0.013384,0.248325
0.013745,0.09957
0.009728,-0.995308
-0.002162,0.938077
0.008795,-0.990851
0.013656,-0.003769
-0.008797,-0.780497
0.011768,-0.992575
0.013717,0.102147
0.000939,0.979949
0.012119,-0.970099
-0.001562,0.871068
0.013525,-0.004277
-0.006979,-0.730527
0.005506,-0.914315
0.011383,-0.961226
0.010415,-0.079989
0.012753,0.320421
0.011028,-0.995119
-0.007101,-0.729279
0.011539,0.0376
0.013778,0.092731
0.010258,-0.980138
-0.002439,0.923002
-0.001906,0.95736
-0.002109,0.952746
0.007209,-0.999148
0.014225,-0.103869
0.000158,0.980628
0.010252,-0.977489
0.014879,0.296442
-0.001938,0.956945
-0.001912,0.957908
0.012442,0.160405
-0.001978,0.957627
0.010972,-0.974685
0.014046,-0.049271
-0.004826,-0.746476
0.013872,0.100973
0.013042,0.277957
0.01084,-0.99998
-0.00222,0.922653
-0.002418,0.922975
0.013152,0.039536
0.012052,-0.982999
-0.001914,0.956192
0.010991,-0.97429
0.013052,0.696024
-0.002161,0.937294
-0.001873,0.957244
0.008122,-0.270167
0.012884,0.165073
-0.008741,0.513225
0.013766,0.074975
-0.001567,0.870854
-0.001562,0.871197
0.011735,-0.946567
0.010162,-0.991372
0.011395,-0.961193
0.013741,0.097684
0.011444,-0.960773
0.013786,0.088932
0.00958,-0.925051
-0.001893,0.957314
0.012525,0.161492
0.014382,0.603649
-0.002111,0.953101
0.000142,0.824827
0.011327,-0.064818
-0.007553,-0.759176
-0.007101,-0.729279
-0.001567,0.87106
0.014084,-0.02716
0.000441,0.82082
-0.001916,0.9569
0.00096,0.979223
0.011372,-0.961228
0.011218,-0.967621
0.010394,-0.97125
0.013602,0.057523
0.010735,0.402127
0.012138,-0.837356
-0.006843,-0.692083
0.013833,-0.038247
0.013661,-0.003726
-0.003329,0.888265
0.013722,-0.007092
0.011206,-0.966665
-0.007101,-0.729279
0.011836,-0.948661
-0.00189,0.956925
0.013754,-0.004097
0.010956,-0.974749
-0.002361,0.937859
0.013745,0.079435
0.011831,-0.999313
0.0116,-0.993718
0.015012,0.309595
0.013741,0.097684
0.012995,0.200874
0.01163,-0.999128
0.01058,-0.105022
0.012852,-0.845486
-0.006798,-0.684968
-0.002101,0.953349
0.013368,0.141095
0.010697,-0.844234
0.008796,-0.99089
0.00581,-0.987191
-0.007553,-0.759176
0.011776,-0.949351
-0.001965,0.956966
0.013518,0.123206
-0.002439,0.923002
-0.001881,0.957461
0.009464,-0.992935
0.0092,-0.958711
-0.001914,0.957466
-0.001889,0.957531
-0.002381,0.937434
-0.00212,0.953559
-0.002377,0.937477
0.014462,-0.055598
-0.004764,-0.831973
-0.001717,-0.682062
-0.001887,0.957168
-0.000731,0.914981
0.01367,0.087849
-0.002608,0.905887
0.01019,-0.981013
0.008287,-0.989312
0.013899,0.096175
0.011052,-0.964957
0.011357,-0.963459
0.008715,-1
0.007528,-0.986022
0.01133,-0.98408
-0.001889,0.957531
0.013618,0.112822
0.013524,0.075217
0.000765,0.978907
-0.001961,0.957102
0.010683,-0.843916
0.011718,-0.993659
0.014079,-0.053668
-0.00193,0.959565
-0.006058,-0.708621
-0.002211,0.922275
0.009961,0.331717
-0.001879,0.958238
0.012631,-0.890634
0.015276,-0.453711
-0.001971,0.956737
0.01371,0.080834
0.012336,-0.998323
0.013136,0.041101
0.011646,-0.999187
0.008208,-0.991342
0.013733,0.074414
-0.002368,0.937477
-0.001882,0.957042
-0.001653,0.96481
0.01375,0.102607
-0.001893,0.957314
0.011005,-0.995433
0.014129,0.207866
-0.007553,-0.759176
0.007639,-0.986113
-0.002427,0.923089
-0.000534,0.972451
0.007598,-0.985919
-0.007101,-0.729279
0.011898,-0.999432
-0.002008,0.957612
0.010917,-0.99993
0.014084,-0.027253
0.011189,-0.997535
-0.001914,0.957692
-0.0021,0.953538
0.01406,-0.050086
-0.007101,-0.729279
-0.002372,0.937616
0.013674,0.087881
-0.006778,-0.730539
-0.001947,0.949551
-0.001888,0.957385
0.014382,0.603649
0.009636,-0.998453
0.014127,-0.057099
-0.002211,0.922262
0.005284,-0.907478
-0.001899,0.956549
0.013662,-0.001868
0.009818,-0.977748
-0.00189,0.956925
-0.001954,0.957208
-0.001879,0.957279
0.013136,0.041101
-0.00209,0.95337
0.013717,0.102147
0.009408,-0.992548
0.00931,-0.999996
0.014017,-0.042113
0.012138,-0.837356
0.011622,-0.999152
-0.005986,-0.695446
-0.001131,0.868753
0.013793,-0.031065
0.013662,-0.002555
-0.001906,0.95736
-0.001979,0.958033
-0.001717,-0.682062
0.011581,0.027424
0.009666,-0.995456
-0.001888,0.957385
0.013835,0.104586
-0.008682,-0.779118
-0.001935,0.957692
-0.007044,-0.732361
-0.007101,-0.729279
0.013669,0.102025
0.013601,0.104294
-0.007083,-0.725334
0.010936,-0.974741
0.010957,-0.973579
0.014105,-0.052051
0.011154,-0.96507
-0.001907,0.957239
0.007599,-0.9914
-0.001896,0.959393
-0.001914,0.957466
0.013784,0.093996
-0.001879,0.957279
0.01377,0.106965
-0.000294,0.983729
0.013643,-0.047293
0.014022,-0.039203
0.014012,-0.023536
0.013803,0.098951
0.011208,-0.966653
-0.002259,0.944221
0.013723,0.079316
-0.001888,0.957385
0.009644,-0.995552
0.01134,0.007651
-0.000285,0.983754
-0.00318,-0.936038
0.011524,-0.99798
0.010269,-0.999807
0.0118,-0.945534
-0.0023,0.934869
0.014382,0.603649
0.013787,0.11991
-0.001961,0.957102
-0.007101,-0.729279
0.010947,-0.974843
0.013659,-0.001211
0.012311,-0.998238
0.009379,-0.997853
0.009929,-0.98327
0.00871,-0.999999
0.014382,0.603649
0.010041,-0.987436
-0.003934,-0.625245
0.011365,-0.961125
0.01374,0.078214
-0.002094,0.953496
-0.002234,0.922437
0.012787,0.314468
0.011351,-0.975912
0.011397,-0.977711
0.012444,0.159564
0.001003,0.917678
0.013347,-0.110865
-0.001914,0.957471
-0.007101,-0.729279
-0.001567,0.870854
0.000945,0.979336
0.000906,0.979959
-0.001904,0.956819
0.011717,-0.151309
0.000906,0.979959
0.013654,-0.055326
-0.002115,0.953185
0.013821,-0.028174
-0.001876,0.957087
0.00088,0.98765
-0.002235,0.922147
0.012138,-0.837356
0.010737,-0.982072
-0.002107,0.952889
-0.007628,0.468675
0.012009,-0.992911
0.01501,0.310124
0.000939,0.979949
-0.001938,0.956945
0.008365,-0.98887
0.001081,0.988687
0.005626,-0.988764
0.010872,-0.999984
0.01366,-0.002314
0.013844,0.079654
-0.001914,0.957692
0.010682,-0.999192
-0.007101,-0.729279
0.009769,-0.881031
0.000939,0.979949
0.009666,-0.995456
-0.002227,0.92216
0.010917,-0.99993
0.011798,-0.993222
0.013783,0.09359
0.011394,-0.960467
-0.001899,0.957123
-0.001573,0.964709
0.005284,-0.907478
0.014296,-0.089341
0.014127,-0.057099
0.010959,-0.975123
0.011395,-0.961932
-0.001935,0.957692
0.013253,0.14633
0.005284,-0.907478
0.011835,-0.959837
0.000436,0.822333
0.008763,-0.999323
-0.00237,0.937464
0.000938,0.979523
0.013931,0.082992
0.013994,-0.031436
-0.001899,0.956549
0.011463,-0.958964
0.009714,-0.881748
-0.001938,0.956945
0.010921,-0.973667
-0.00193,0.958367
0.01111,-0.965418
-0.008797,-0.780497
-0.001906,0.95736
0.011754,-0.946075
0.013238,0.190607
0.011057,-0.972815
0.010873,-0.869003
-0.001914,0.956192
0.011313,-0.06442
-0.002277,0.922774
-0.002208,0.922214
0.013702,0.095144
0.01367,0.087468
0.013702,0.095144
0.011632,-0.945517
0.000906,0.979959
0.009829,-0.878917
0.01138,-0.962549
0.009644,-0.995552
0.013994,-0.031436
-0.001888,0.957385
-0.000731,0.914981
0.014382,0.603649
0.011598,-0.999354
0.011208,-0.966943
-0.002131,0.937252
0.01173,-0.946599
0.008657,-0.995216
0.014088,0.976609
0.013946,0.190963
0.011131,-0.984787
0.000377,0.820621
0.012605,0.106057
-0.00189,0.956925
-0.000027,-0.782524
0.013875,-0.023299
0.010946,-0.974308
0.011439,-0.959941
0.011018,-0.974147
-0.001961,0.957102
0.01096,-0.973606
0.011538,-0.989369
0.011174,-0.992931
0.011316,-0.063991
0.011295,0.294321
0.011598,-0.999354
0.001676,0.995784
-0.002124,0.953359
0.012309,-0.011018
-0.00091,0.96697
-0.00189,0.956925
0.013663,-0.002113
0.008636,-0.989421
0.009224,-0.988735
-0.007791,0.465644
0.007571,-0.985545
0.008845,-0.998874
-0.004741,-0.743595
0.013668,-0.001067
0.005799,-0.987336
0.011556,-0.951492
0.009445,-0.993171
0.013775,0.100673
-0.001891,0.956768
0.013825,0.234109
0.012428,-0.969048
-0.002253,0.944284
0.014024,-0.039528
-0.001914,0.957692
0.011778,-0.993211
0.013847,0.231177
-0.00211,0.953228
-0.001879,0.95688
0.00975,-0.882275
0.00581,-0.987191
0.014033,-0.035062
0.013875,0.111539
0.008785,-0.989329
0.009785,-0.881303
-0.007553,-0.759176
0.013824,-0.035486
0.01069,-0.844113
-0.001891,0.956768
-0.002114,0.952375
-0.002111,0.953101
-0.001899,0.956549
-0.001899,0.956549
-0.001881,0.957461
0.014224,-0.102014
0.01297,0.185277
0.012317,-0.998312
-0.00815,-0.75023
-0.00237,0.937464
0.007592,-0.985528
-0.000465,-0.750385
0.013665,-0.075565
-0.001887,0.957168
-0.007791,0.465644
-0.002643,0.90502
0.005508,-0.913753
0.007783,-0.985154
-0.00237,0.937464
0.010664,-0.087104
-0.007101,-0.729279
0.013034,0.707292
0.01508,0.501355
-0.002101,0.953349
0.014382,0.603649
0.011928,-0.999412
0.001088,0.988715
0.013764,0.088424
0.013946,0.190963
0.012329,0.169417
-0.001879,0.957878
0.013694,-0.004847
0.013683,0.131226
-0.001876,0.957183
-0.007101,-0.729279
-0.002208,0.922214
0.010013,-0.987253
0.014038,0.172087
0.009444,-0.888969
0.013861,-0.147484
-0.001271,0.93459
0.011006,-0.996819
0.010264,-0.906204
-0.00238,0.938403
-0.001916,0.956432
0.013346,0.148673
-0.002111,0.953101
0.013994,-0.031436
-0.002407,0.930794
0.011598,-0.999354
0.011405,-0.959912
0.007927,-0.991317
0.014024,-0.039528
0.015592,0.173758
0.01369,0.090749
0.010269,-0.999807
-0.003393,-0.884295
0.011868,-0.999915
0.013661,-0.002479
0.001088,0.988715
-0.007101,-0.729279
0.011205,-0.967052
-0.001927,0.957858
-0.007101,-0.729279
0.013824,-0.035486
-0.001893,0.957314
-0.002253,0.944284
0.007655,-0.985393
-0.002548,-0.590314
0.011132,-0.997947
0.010664,-0.087104
0.008795,-0.990851
-0.001899,0.957123
0.013656,0.095256
0.011298,-0.970292
0.008773,-0.997335
0.011809,-0.992335
0.0142,-0.041103
0.013961,-0.081992
0.011394,-0.961132
0.013794,0.106285
0.012334,0.627417
-0.002014,0.957345
-0.0023,0.934869
-0.001938,0.956839
-0.002361,0.937398
0.000934,0.979959
0.011801,-0.992782
0.013526,0.098258
-0.002101,0.953349
0.011356,-0.962717
-0.0019,0.957868
0.013659,-0.002076
0.012898,-0.845057
-0.00193,0.958367
0.011247,-0.96724
-0.006843,-0.692083
0.005768,-0.98712
0.011819,-0.992748
0.013816,0.084678
0.000945,0.979336
0.011607,-0.955837
0.011373,-0.961081
0.010956,-0.974591
0.013658,-0.062681
0.010737,-0.982072
0.013703,0.087047
0.014382,0.603649
-0.001887,0.957168
0.011897,-0.988391
0.011778,-0.993211
-0.001899,0.956549
-0.001912,0.957908
-0.006974,-0.730946
-0.001906,0.95736
-0.002093,0.953769
0.011951,-0.036412
0.014779,0.827144
0.001677,0.995631
-0.002183,0.922995
-0.002427,0.923089
-0.00193,0.958367
-0.002248,0.944405
0.009074,-0.999934
-0.001644,0.964792
-0.002023,0.948584
-0.00091,0.96701
-0.002097,0.953032
-0.00222,0.922653
0.011389,-0.961197
-0.002161,0.937294
0.001372,0.981534
-0.001899,0.956549
0.000455,0.971747
0.000715,0.994331
0.01407,-0.035968
0.000939,0.979099
0.005696,-0.986673
-0.001928,0.956737
-0.001954,0.957208
-0.002427,0.923089
-0.002361,0.937859
0.013994,-0.031436
-0.002477,-0.573859
-0.008741,0.513225
-0.001904,0.956819
-0.002161,0.937294
0.011012,-0.995916
0.010743,0.402253
0.012339,0.166773
0.013151,0.039017
-0.0023,0.934869
0.000939,0.979949
0.009599,-0.994426
-0.000269,0.984093
-0.007101,-0.729279
-0.007101,-0.729279
0.013513,-0.000632
0.010897,-0.999993
0.010016,-0.987694
0.013686,0.064849
0.011992,-0.983694
0.011596,-0.988715
0.013744,0.078361
-0.001891,0.956768
-0.000465,-0.750385
0.010586,-0.999986
0.008657,-0.995603
0.013521,-0.020506
-0.00211,0.952937
0.012042,0.067009
0.013105,0.141036
0.013662,-0.001903
0.012047,-0.982876
0.008652,-0.995317
0.009373,-0.997041
0.014382,0.603649
0.014027,-0.039398
-0.002093,0.953769
0.011213,-0.96722
0.013747,0.106458
0.013545,0.119607
0.013392,0.151044
0.000939,0.979949
0.013147,0.039814
0.0142,-0.041103
0.010433,-0.078243
0.013694,-0.004847
0.007795,-0.990423
-0.001881,0.957461
0.014037,0.172066
0.009713,-0.879632
-0.002114,0.952375
0.009611,-0.995416
0.000716,0.990632
-0.001906,0.95736
